Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_urineincont,Urinary incontinence,"1, Yes | 0, No | 99, Unknown","This refers to loss of bladder control, or being unable to control urination. ","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_polyuria,Increased urination (polyuria),"1, Yes | 0, No | 99, Unknown",This refers to excessive or frequent urination.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_dysuria,Pain during urination (dysuria),"1, Yes | 0, No | 99, Unknown",This refers to painful or difficult urination. ,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_dyspareunia,Painful intercourse/ Dyspareunia,"1, Yes | 0, No | 99, Unknown",Defined as recurrent or persistent genital pain associated with sexual intercourse.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_heme,Any haematological signs and symptoms?,"1, Yes | 0, No | 99, Unknown",This refers to signs and symptoms relating to the haematological system.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_anaemia,Anaemia,"1, Yes | 0, No | 99, Unknown","This refers to a reduction in the number of red blood cells, the amount of hemoglobin, and/or the volume of packed red blood cells. Common manifestations include pallor, fatigue, dizziness, shortness of breath, and tachycardia.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag,Bleeding / haemorrhage,,"Defined as the presence of blood in a location in which it is not physiologically normal or loss of blood from the circulation, either internally or externally. This can include epistaxis (blood from nose), gingival bleeding (blood from gums/gingiva), blood from any part of the gastrointestinal tract (gastrointestinal bleeding) or genitourinary tracts (vagina or urethra) including hematuria. ","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_yn,Bleeding / haemorrhage,"1, Yes | 0, No | 99, Unknown","Defined as the presence of blood in a location in which it is not physiologically normal or loss of blood from the circulation, either internally or externally. This can include epistaxis (blood from nose), gingival bleeding (blood from gums/gingiva), blood from any part of the gastrointestinal tract (gastrointestinal bleeding) or genitourinary tracts (vagina or urethra) including hematuria. ","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_sev,Severe bleeding / haemorrhage (requires intervention),"1, Yes | 0, No | 99, Unknown",Defined as the severe bleeding / hemorrhage requiring medical intervention for hemostasis and/or hemodynamic support.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_site,Specify bleeding / haemorrhage site(s),"1, Skin | 7, Petechiae | 2, Nose | 3, Gums | 4, GI tract | 5, Urinary tract | 6, Vagina | 88, Other(s) | 99, Unknown","This refers to the location of bleeding/haemorrhage site(s). Petechiae refer to small reddish or purplish spots in skin or mucous membrane as a result of localised haemorrhage. Nose bleeding refers to haemorrhage localized in the nose. Gum bleeding refers to haemorrhage affecting the gingiva. Gastrointestinal (GI) bleeding refers to haemorrhage in any segment of the gastrointestinal tract from oesophagus to rectum. Urinary tract bleeding refers to haemorrhage originating from any part of the urinary system. Vaginal bleeding refers to haemorrhage originating from vagina, unrelated to normal menstruation.",Select the most appropriate option(s) corresponding to the location of bleeding/haemorrhage site(s).,
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_oth,If other: Specify bleeding / haemorrhage site(s),,This refers to the location of bleeding/haemorrhage site(s).,"If 'Other', Write the other location of site(s) where the patient has experienced bleeding/haemorrhage at any time from onset of this illness and presentation or admission.",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_cns,Any neurological signs and symptoms?,"1, Yes | 0, No | 99, Unknown",This refers to signs and symptoms relating to the neurological system.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_headache,Headache,"1, Yes | 0, No | 99, Unknown",Defined as the experience of pain in various parts of the head.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_neckstiff,Neck stiffness,"1, Yes | 0, No | 99, Unknown","Defined as a sensation of tightness in the neck when attempting to move it, especially after a period of inactivity. Neck stiffness often involves soreness and difficulty moving the neck, especially when trying to turn the head to the side.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_photoph,Photophobia,"1, Yes | 0, No | 99, Unknown",Refers to increased sensitivity of the eyes to light.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_bulgefont,Bulging fontanelle,"1, Yes | 0, No | 99, Unknown",This refers to the membranous areas between cranial bones in a newborn that appear elevated or full.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_retroorbit,Retro-orbital pain,"1, Yes | 0, No | 99, Unknown",Defined as the experience of pain in the retro-orbital region (behind the eyes).,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_seizconv,Seizures / convulsions,"1, Yes | 0, No | 99, Unknown","Defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_confusion,Altered consciousness / confusion,"1, Yes | 0, No | 99, Unknown",Defined as a level of awareness or arousal other than the patient's normal baseline.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_paralysis,Paralysis,"1, Yes | 0, No | 99, Unknown",This refers to inability to fully move or control movement,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,SIGNS AND SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_hemiplegia,Hemiplegia,"1, Yes | 0, No | 99, Unknown","This refers to severe or complete loss of motor function on one side of the body; often caused by brain diseases that are localized to the cerebral hemisphere opposite to the side of weakness; less frequently, brain stem lesions; cervical spinal cord diseases, peripheral nervous system diseases, and other conditions may manifest as hemiplegia. ","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
