Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
adsym_irritable,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Irritabilidad,"1, Sí | 0, No | 99, Desconocido","Se refiere a una excitabilidad anormal o excesiva con ira, irritabilidad o impaciencia que se desencadena fácilmente.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_tremor,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Temblores,"1, Sí | 0, No | 99, Desconocido",Se refiere a un movimiento muscular involuntario y oscilante hacia adelante y hacia atrás alrededor del eje de una articulación.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_diffwalk,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dificultad para caminar,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier problema persistente para caminar.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. 
adsym_neurologic,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Otros síntomas neurológicos,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de una anomalía neurológica alternativa no incluida en la lista anterior.,Indique «Sí» si el paciente presenta otra anomalía neurológica no incluida en la lista anterior.
adsym_neurologic_spec,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Especifique otros síntomas neurológicos,,Se refiere a la presencia de otra anomalía neurológica no incluida en la lista anterior.,"Si es «Otra», especifique la anomalía neurológica."
adsym_eye,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Síntomas oftalmológicos,,Se refiere a los signos y síntomas relacionados con los ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_itchyeye,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Picor en los ojos,"1, Sí | 0, No | 99, Desconocido",Se define como picor en uno o ambos ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_redeye,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Ojos rojos/rosados,"1, Sí | 0, No | 99, Desconocido","Se define como inflamación o infección de la conjuntiva, caracterizada por enrojecimiento en uno o ambos ojos.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.
adsym_paineyes,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor en los ojos,"1, Sí | 0, No | 99, Desconocido",Se define como malestar o dolor localizado en el área del ojo o alrededor de él.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. 
adsym_eyelidedema,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Edema en los párpados,"1, Sí | 0, No | 99, Desconocido",Se define como la hinchazón debida a la acumulación de líquido en los tejidos del párpado.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_eyedischarg,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Secreción ocular,"1, Sí | 0, No | 99, Desconocido","Se define como la secreción de líquidos que van desde transparentes hasta purulentos por el ojo, a menudo indicativa de infección o irritación.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_hazyvision,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Visión borrosa/nublada,"1, Sí | 0, No | 99, Desconocido","Se define como la pérdida de agudeza visual, que da lugar a una visión borrosa o distorsionada.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_eyelightsensi,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Sensibilidad de los ojos a la luz,"1, Sí | 0, No | 99, Desconocido","Se define como una intolerancia anómala a la luz, que provoca molestias o dolor en los ojos cuando se exponen a una luz intensa.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. 
adsym_visdist,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Alteración de la visión,"1, Sí | 0, No | 99, Desconocido",Se refiere a una interferencia en la visión normal sin que necesariamente afecte a la agudeza visual.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_blurryvis,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Visión borrosa,"1, Sí | 0, No | 99, Desconocido",Se refiere a la falta de nitidez de la visión que provoca la incapacidad de ver detalles finos.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_ocularoth,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Otros síntomas oftalmológicos,"1, Sí | 0, No | 99, Desconocido","Se refiere a otros signos y síntomas relacionados con el ojo, no especificados anteriormente.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.
adsym_ocularoth_spec,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Especifique otros síntomas oftalmológicos,,"Se refiere a otros signos y síntomas relacionados con el ojo, no especificados anteriormente.","Si «Sí», especifique otros signos y síntomas oftalmológicos. "
adsym_ent,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,"Síntomas en oídos, nariz o garganta","1, Sí | 0, No | 99, Desconocido","Se refiere a signos y síntomas relacionados con el oído, la nariz y la garganta.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_earpain,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Dolor de oídos,"1, Sí | 0, No | 99, Desconocido",Se refiere a una sensación dolorosa en el oído.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_tinnitus,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Tinnitus,"1, Sí | 0, No | 99, Desconocido",Se refiere a una percepción anómala de los sonidos que experimenta una persona en ausencia de estímulos auditivos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.
adsym_parot,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Parotiditis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la inflamación de las glándulas parótidas.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. 
adsym_otherdesc,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Otros  síntomas,,,
adsym_unlisted,presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,Otros síntomas,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de un signo o anomalía alternativo no incluido en la lista anterior.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. 
preg_pregnant,presentación,DETALLES DEL EMBARAZO,Embarazo,"1, Sí | 0, No | 99, Desconocido",Se refiere a las mujeres que declaran estar embarazadas en el momento de la consulta y/o han dado positivo en una prueba de embarazo en los días previos a la consulta. ,"Indique «Sí» si la paciente está embarazada en el momento de la presentación. Si la paciente está en edad fértil y no ha dado negativo en una prueba de embarazo, seleccione «Desconocido»."
preg_geswek,presentación,DETALLES DEL EMBARAZO,Semanas de gestación en el momento de la presentación,,Se refiere a la edad gestacional del feto (expresada en semanas). Se puede calcular a partir de la última menstruación de la mujer (LMP) o utilizando la mejor fecha prevista del parto (EDD) basada en la siguiente fórmula: Edad gestacional = (280 - (EDD - Fecha de referencia)). La fecha de referencia es la fecha en la que se intenta determinar la edad gestacional.,Indique la edad gestacional estimada del feto (en semanas).
preg_postpartum,presentación,DETALLES DEL EMBARAZO,Posparto (en las 6 semanas posteriores al parto),"1, Sí | 0, No | 99, Desconocido",Se refiere al periodo de tiempo que va desde el final del parto hasta las seis semanas posteriores al parto.,Indique «Sí» si la paciente se encuentra en el posparto (en las 6 semanas posteriores al parto).
preg_recent1,presentación,DETALLES DEL EMBARAZO,¿Estaba la paciente embarazada en los <= 21 días anteriores al inicio de los síntomas?,"1, Sí | 0, No | 99, Desconocido","Si no está embarazada en la actualidad, se refiere a si la paciente estuvo embarazada en los 21 días anteriores al inicio de los síntomas.",Indique «Sí» si la paciente estaba embarazada en los 21 días anteriores al inicio de los síntomas.
preg_recent2,presentación,DETALLES DEL EMBARAZO,¿Estaba la paciente embarazada entre 22 y 42 días después del ingreso?,"1, Sí | 0, No | 99, Desconocido","Si no está embarazada en la actualidad, se refiere a si la paciente estuvo embarazada entre 22 y 42 días antes de la fecha de ingreso.",Indique «Sí» si la paciente estaba embarazada entre 22 y 42 días antes de la fecha de ingreso.
preg_bboutc,presentación,DETALLES DEL EMBARAZO,Resultado del embarazo,"1, Nacimiento vivo | 2, Mortinatal | 4, Aborto espontáneo | 3, Interrupción del embarazo | 5, Muerte neonatal | 99, Desconocido | 88, Otros","Se refiere al resultado de la concepción anterior y del embarazo posterior. El nacimiento vivo se refiere a un feto nacido con vida, con latidos cardíacos o respiración, independientemente de la edad gestacional o de la muerte posterior al nacimiento. El nacimiento sin vida se refiere a la muerte del feto en el útero después de al menos 22 semanas de gestación. La interrupción del embarazo se refiere a la extracción intencionada del feto del útero mediante procedimientos médicos y/o quirúrgicos. La muerte neonatal se refiere a la muerte en los primeros 28 días de vida.",Indique el resultado del embarazo anterior.
