Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
drug14_steroid_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Corticosteroide,,"Os corticosteroides (comumente referidos como “esteróides”) referem-se a todos os tipos de corticosteroides terapêuticos, produzidos no córtex adrenal (parte externa da glândula adrenal). Eles também são produzidos em laboratório. Exemplos incluem: prednisolona, prednisona, metilprednisolona, dexametasona, hidrocortisona, fluticasona, betametasona. Preparações tópicas não estão incluídas, mas preparações inaladas estão incluídas.",Selecione o(s) corticosteroide(s) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores à sua admissão/apresentação mais recente.
drug14_steroid_route,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Via de administração do corticosteroide,"1, Oral | 2, Inalado | 3, IV | 99, Desconhecido","Refere-se à parte do corpo através da qual ou na qual, ou à forma como, o medicamento (fármaco) é introduzido. Oral refere-se à administração pela boca. Inalado refere-se à administração pela via respiratória (insuflação no trato respiratório). IV (intravenoso) refere-se à administração na corrente sanguínea através de injeção numa veia. Tópico refere-se à administração por aplicação de preparações farmacêuticas na superfície do corpo, especialmente na pele ou nas membranas mucosas.",Indique a via de administração do corticosteroide.
drug14_steroid_date,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Data de início do corticosteroide,,Refere-se à data em que o medicamento foi iniciado/a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.
drug14_steroid_day,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Número de dias em que o corticosteroide foi tomado,,Inclui todos os dias do calendário em que uma dose foi recebida ou prescrita na receita de alta.,Insira o número total de dias durante os quais foi administrada uma dose ou foi prescrita a toma na receita médica de alta.
drug14_steroid_dose,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Dose do corticosteroide,,Refere-se à dose do agente corticosteroide.,Indique a dose do agente corticosteroide.
drug14_immunusupp,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Agentes imunossupressores (não corticosteroides),"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um paciente que se sabe ter tomado medicamentos prescritos com efeito imunossupressor (excluindo esteróides/corticosteroides). As preparações tópicas não devem ser registradas.,Indique “Sim” se o paciente tomou um agente imunossupressor nos 14 dias anteriores à sua admissão/apresentação mais recente.
drug14_immunusupp_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Agentes imunossupressores (não corticosteroides),,Refere-se a um paciente que se sabe ter tomado medicamentos prescritos com efeito imunossupressor (excluindo esteróides/corticosteroides). As preparações tópicas não devem ser registradas.,Selecione o(s) imunossupressor(es) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores à sua admissão/apresentação mais recente.
drug14_antibiotic,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Antibióticos,"1, Sim | 0, Não | 99, Desconhecido",Antibióticos referem-se a qualquer agente que atue seletivamente contra bactérias. As preparações tópicas não devem ser registradas.,Indique “Sim” se o paciente tomou um antibiótico nos 14 dias anteriores à admissão/apresentação mais recente.
drug14_antibiotic_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Antibióticos,,Antibióticos referem-se a qualquer agente que atue seletivamente contra bactérias. As preparações tópicas não devem ser registradas.,Selecione o(s) antibiótico(s) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores à admissão/apresentação mais recente.
drug14_nsaid,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,AINEs,"1, Sim | 0, Não | 99, Desconhecido","Anti-inflamatórios não esteroides ou AINEs referem-se a qualquer agente que não seja um corticosteroide e tenha potencial atividade anti-inflamatória, analgésica, antipirética e antiplaquetária. A maioria dos anti-inflamatórios não esteroides (AINEs) atua inibindo a conversão do ácido araquidônico em precursores da prostaglandina e do tromboxano pelas enzimas ciclooxigenases. Preparações tópicas não devem ser registradas.",Indique “Sim” se o paciente tomou um AINE nos 14 dias anteriores à admissão/apresentação mais recente.
drug14_nsaid_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,AINEs,,"Os anti-inflamatórios não esteroides ou AINEs referem-se a qualquer agente que não seja um corticosteroide e tenha potencial anti-inflamatório, analgésico, antipirético e antiplaquetário. A maioria dos anti-inflamatórios não esteroides (AINEs) atua inibindo a conversão do ácido araquidônico em precursores da prostaglandina e do tromboxano pelas enzimas ciclooxigenases. As preparações tópicas não devem ser registradas.",Indique “Sim” se o paciente tomou um AINE nos 14 dias anteriores a esta admissão/apresentação mais recente
drug14_anticoagul,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Anticoagulante,"1, Sim | 0, Não | 99, Desconhecido","Um anticoagulante refere-se a qualquer agente capaz de prevenir a formação de coágulos sanguíneos ou a agregação plaquetária. Isso inclui agentes como heparina, varfarina, aspirina, clopidogrel e anticoagulantes administrados por via subcutânea, entre muitos outros. Preparações tópicas não estão incluídas.",Indique “Sim” se o paciente tomou um anticoagulante nos 7 dias anteriores a esta admissão/apresentação mais recente.
drug14_anticoagul_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Anticoagulante,,"Um anticoagulante refere-se a qualquer agente capaz de prevenir a formação de coágulos sanguíneos ou a agregação plaquetária. Isso inclui agentes como heparina, varfarina, aspirina, clopidogrel e anticoagulantes administrados por via subcutânea, entre muitos outros. Preparações tópicas não estão incluídas.",Selecione o(s) analgésico(s) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores a esta admissão/apresentação mais recente
drug14_ivfluid,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Fluidos intravenosos (parentéricos),"1, Sim | 0, Não | 99, Desconhecido","Fluidos intravenosos (IV) ou parenterais são prescritos como substitutos de fluidos, eletrólitos, calorias, vitaminas e outras substâncias nutricionais. Fluidos intravenosos podem ser usados para reidratação, manutenção ou ressuscitação.",Indique “Sim” se o paciente recebeu fluidos intravenosos nos 7 dias anteriores a esta admissão/apresentação mais recente.
drug14_ivfluid_type,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Tipo de fluido intravenoso,,"Refere-se ao tipo de fluido parenteral ou intravenoso (IV) prescrito como substituto de fluidos, eletrólitos, calorias, vitaminas e outras substâncias nutricionais. Os fluidos intravenosos podem ser cristaloides (geralmente incluindo cloreto de sódio a 0,9% (solução salina normal), Ringer com lactato (USP), cloreto de sódio a 0,45% (solução salina semianormal), solução salina normal a 0,45% + glicose a 4% (solução salina semianormal com dextrose), 0,18%-0, 3% de cloreto de sódio + 4% de glicose (solução salina hipotônica com dextrose), 5% de glicose (dextrose 5% em água), acetato de Ringer ou Plasmalyte) ou colóides (geralmente incluindo gelatinas, amidos ou albumina). ",Selecione o(s) fluido(s) intravenoso(s) prescrito(s) ou tomado(s) pelo paciente nos 14 dias anteriores a esta admissão/apresentação mais recente
drug14_ivfluid_vol,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Volume total de fluido intravenoso nas últimas 24 horas (mL),,"Fluidos parenterais ou intravenosos (IV) são prescritos como substitutos de fluidos, eletrólitos, calorias, vitaminas e outras substâncias nutricionais. Fluidos intravenosos (cristóides e colóides) podem ser usados para reidratação, manutenção ou ressuscitação.",Especifique o volume total de fluidos intravenosos (cristaloides e coloides) recebidos pelo paciente nas últimas 24 horas. Registre o volume em mililitros (mL).
drug14_ivfluid_reas,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Indicação/motivo,"1, Choque | 2, Hematocrite elevado/em aumento | 3, Anorexia | 4, Vómitos persistentes | 88, Outros","Isso se refere à indicação de fluidos intravenosos. Choque refere-se à falha circulatória, causando fornecimento inadequado de oxigênio para atender às necessidades metabólicas celulares. É caracterizado por dois dos seguintes sintomas: evidência de hipoperfusão (por exemplo, enchimento capilar lento, pele fria e pulso rápido e fraco), pressão de pulso estreita (inferior ou igual a 20 mmHg), hipotensão para a idade e taquicardia.",Indique a indicação para fluidos intravenosos.
drug14_ivfluid_reas_oth,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Especificar outro motivo,,"Isso se refere à indicação de fluidos intravenosos. Choque refere-se à falha circulatória, causando fornecimento inadequado de oxigênio para atender às necessidades metabólicas celulares. É caracterizado por dois dos seguintes sintomas: evidência de hipoperfusão (por exemplo, enchimento capilar lento, pele fria e pulso rápido e fraco), pressão de pulso estreita (menor ou igual a 20 mmHg), hipotensão para a idade e taquicardia.","Se “Outro”, escreva a indicação para fluidos intravenosos."
drug14_antihypertensive,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Antihipertensivos,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer substância usada no tratamento da hipertensão aguda ou crônica, independentemente do mecanismo farmacológico. Exemplos incluem: inibidores da ECA (lisinopril (Zestril), enalapril (Vasotec), ramipril (Altace), captopril); bloqueadores dos receptores da angiotensina (losartan (Cozaar), valsartan (Diovan), irbesartan (Avapro), olmesartan (Benicar)); betabloqueadores (metoprolol (Lopressor), Carvedilol (Coreg), Bisoprolol, Atenolol); Bloqueadores dos canais de cálcio (Amlodipina (Norvasc), Diltiazem (Cardizem), Verapamil); Diuréticos (Furosemida (Lasix), Espironolactona (Aldactone), Hidroclorotiazida (HCTZ))",Indique “Sim” se o paciente tomou este medicamento nos 14 dias anteriores à admissão/apresentação mais recente
drug14_antidiabetic,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Medicamentos antidiabéticos,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer substância utilizada para reduzir a hiperglicemia ou tratar distúrbios associados à diabetes. Exemplos incluem: Metformina (Glucophage); Inibidores de SGLT2 (Empagliflozina (Jardiance), Dapagliflozina (Farxiga), Canagliflozina (Invokana)); Inibidores de DPP-4 (Sitagliptina (Januvia), Linagliptina (Tradjenta), Saxagliptina (Onglyza)); agonistas do receptor GLP-1 (Liraglutida (Victoza), Semaglutida (Ozempic), Dulaglutida (Trulicity)); insulinas (Glargina (Lantus), Aspart (NovoLog), Lispro (Humalog), Detemir (Levemir))",Indique “Sim” se o paciente tomou este medicamento nos 14 dias anteriores à admissão/apresentação mais recente
drug14_lipidlowering,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Medicamentos hipolipemiantes,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer substância utilizada para reduzir os níveis de determinados lipídios no sangue no tratamento de hiperlipidemias. Exemplos incluem: estatinas (atorvastatina (Lipitor), rosuvastatina (Crestor), sinvastatina (Zocor), pravastatina (Pravachol)); ezetimiba (Zetia)",Indique “Sim” se o paciente tomou este medicamento nos 14 dias anteriores à sua admissão/apresentação mais recente.
drug14_antireflux,apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,Medicamentos antirrefluxo ou outros medicamentos gastrointestinais,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer substância utilizada no tratamento do refluxo gástrico, impedindo o refluxo do conteúdo ácido do estômago para o esófago, ou outros medicamentos tomados para doenças do sistema gastrointestinal. Exemplos incluem: Inibidores da bomba de prótons (omeprazol (Prilosec), pantoprazol (Protonix), esomeprazol (Nexium), lansoprazol (Prevacid)); antagonistas do receptor H2 (ranitidina (Zantac), famotidina (Pepcid))",Indique “Sim” se o paciente tomou este medicamento nos 14 dias anteriores à sua admissão/apresentação mais recente.
