Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
adsym_ocularoth_spec,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Précisez les autres symptômes ophtalmologiques,,"Désigne d'autres signes et symptômes liés à l'œil, non spécifiés ci-dessus.","Si « Oui », précisez les autres signes et symptômes ophtalmologiques. "
adsym_ent,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Symptômes au niveau des oreilles/du nez/de la gorge,"1, Oui | 0, Non | 99, Inconnu","Désigne des signes et symptômes liés à l'oreille, au nez et à la gorge.",Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
adsym_earpain,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Douleur à l'oreille,"1, Oui | 0, Non | 99, Inconnu",Désigne une sensation douloureuse dans l'oreille.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
adsym_tinnitus,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Acouphènes,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une perception anormale des sons par une personne en l'absence de stimulation auditive.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation.
adsym_parot,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Parotidite,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une inflammation des glandes parotides.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. 
adsym_otherdesc,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Autres  symptômes,,,
adsym_unlisted,présentation,SYMPTÔMES À L'ADMISSION : Indiquez si vous avez présenté ces symptômes à tout moment entre le début de la maladie et le jour de la consultation.,Autre(s) symptôme(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence d'un autre signe ou d'une autre anomalie non mentionné ci-dessus.,Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. 
preg_pregnant,présentation,DÉTAILS DE LA GROSSESSE,Grossesse,"1, Oui | 0, Non | 99, Inconnu",Il s'agit des femmes qui déclarent être enceintes lors de leur présentation et/ou qui ont eu un test de grossesse positif dans les jours précédant leur présentation. ,"Indiquez « Oui » si la patiente est enceinte au moment de la consultation. Si la patiente est en âge de procréer et que le test de grossesse est négatif, sélectionnez « Inconnu »."
preg_geswek,présentation,DÉTAILS DE LA GROSSESSE,Semaines de grossesse au moment de la présentation,,Il s'agit de l'âge gestationnel du fœtus (exprimé en semaines). Il peut être calculé à partir de la date des dernières règles (DDM) de la femme ou à partir de la date prévue de l'accouchement (DPA) estimée par l'obstétricien à l'aide de la formule suivante : Âge gestationnel = (280 - (DPA - Date de référence)). La date de référence est la date à laquelle vous essayez de déterminer l'âge gestationnel.,Indiquez l'âge gestationnel estimé du fœtus (en semaines).
preg_postpartum,présentation,DÉTAILS DE LA GROSSESSE,Post-partum (dans les 6 semaines suivant l'accouchement),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la période allant de la fin du travail jusqu'à six semaines après l'accouchement.,Indiquez « Oui » si la patiente est en période post-partum (dans les 6 semaines suivant l'accouchement).
preg_recent1,présentation,DÉTAILS DE LA GROSSESSE,La patiente était-elle enceinte dans les <= 21 jours précédant l'apparition des symptômes ?,"1, Oui | 0, Non | 99, Inconnu","Si la patiente n'est pas enceinte actuellement, il s'agit de savoir si elle était enceinte dans les 21 jours précédant l'apparition des symptômes.",Indiquez « Oui » si la patiente était enceinte dans les 21 jours précédant l'apparition des symptômes.
preg_recent2,présentation,DÉTAILS DE LA GROSSESSE,La patiente était-elle enceinte dans les 22 à 42 jours précédant son admission ?,"1, Oui | 0, Non | 99, Inconnu","Si la patiente n'est pas enceinte actuellement, il s'agit de savoir si elle était enceinte dans les 22 à 42 jours précédant la date d'admission.",Indiquez « Oui » si la patiente était enceinte entre 22 et 42 jours avant la date d'admission.
preg_bboutc,présentation,DÉTAILS DE LA GROSSESSE,Issue de la grossesse,"1, Naissance vivante | 2, Mort-né | 4, Fausse couche | 3, Interruption de grossesse | 5, Mort néonatale | 99, Inconnu | 88, Autre","Il s'agit du résultat de la conception précédente et de la grossesse qui a suivi. Une naissance vivante désigne un fœtus né vivant, avec un rythme cardiaque ou une respiration, quel que soit son âge gestationnel ou son décès après la naissance. Une mortinaissance désigne le décès du fœtus in utero après au moins 22 semaines de gestation. L'interruption de grossesse désigne le retrait intentionnel d'un fœtus de l'utérus à l'aide de procédures médicales et/ou chirurgicales. La mort néonatale désigne le décès survenant dans les 28 premiers jours de vie.",Indiquez l'issue de la grossesse précédente.
preg_delvdate,présentation,DÉTAILS DE LA GROSSESSE,Date de l'accouchement,,Il s'agit de la date réelle de l'accouchement.,Entrez la date de l'accouchement au format JJ/MM/AAAA.
preg_gesweekout,présentation,DÉTAILS DE LA GROSSESSE,Semaines de grossesse à l'issue de la grossesse,,Il s'agit de l'âge gestationnel (en semaines) au moment de l'issue de la grossesse (naissance vivante / mort-né / fausse couche / interruption de grossesse).,Indiquez l'âge gestationnel estimé en semaines.
preg_bbtest,présentation,DÉTAILS DE LA GROSSESSE,Le bébé a-t-il été testé pour l'infection maternelle concernée ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du dépistage chez le bébé de l'infection de la mère qui fait l'objet de l'étude.,Indiquez « Oui » si le bébé a été testé pour l'infection maternelle concernée.
preg_bbresl,présentation,DÉTAILS DE LA GROSSESSE,Précisez le résultat du test pour l'infection maternelle concernée,"1, Positif | 0, Négatif | 99, Inconnu",Il s'agit du résultat du dépistage chez le bébé de l'infection de la mère qui fait l'objet de l'étude.,Indiquez le résultat du test.
infa_brtwei,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Poids à la naissance (sélectionnez les unités),,,
infa_brtwei_g,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Poids à la naissance (g),,Il s'agit du premier poids d'un nouveau-né obtenu après la naissance en kilogrammes (kg).,Indiquez le poids à la naissance en kilogrammes (kg).
infa_brtwei_lb,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Poids à la naissance (lb),,Il s'agit du premier poids d'un nouveau-né obtenu après la naissance en livres (lb).,Indiquez le poids à la naissance en livres (lb).
infa_outcome,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Issue de la grossesse,"1, Naissance à terme (>=37 semaines d'âge gestationnel) | 2, Naissance prématurée (< 37 semaines d'âge gestationnel) | 99, Inconnu",Il s'agit de l'âge gestationnel (AG) du nourrisson à la naissance. Le terme « prématuré » désigne un nourrisson né avant 37 semaines et 0 jours d'âge gestationnel.,Indiquez « Naissance à terme » si l'âge gestationnel (AG) à l'accouchement est >= 37 semaines et « Naissance prématurée » si l'AG à l'accouchement est < 37 semaines.
infa_brefed,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Allaitement,"1, Oui - allaitement en cours | 2, Oui - allaitement interrompu | 0, Non | 99, Inconnu",Il s'agit du régime d'allaitement actuel du nourrisson.,Indiquez le statut d'allaitement du nourrisson.
infa_brefedduration,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Combien de temps a duré l'allaitement ? (semaines),,"Il s'agit de la durée de l'allaitement maternel, en semaines, si celui-ci a été interrompu.","Indiquez la durée de l'allaitement, en semaines, si l'allaitement a été interrompu."
infa_aprvac,présentation,NOUVEAU-NÉ : MOINS DE 12 MOIS,Vaccinations appropriées pour l'âge/le pays,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du statut vaccinal en fonction de l'âge du nourrisson et des recommandations spécifiques au pays.,Indiquez « Oui » si le nourrisson est vacciné de manière appropriée pour son âge conformément aux recommandations spécifiques au pays.
daily_date,quotidien,ÉVALUATION QUOTIDIENNE,DATE DE L'ÉVALUATION,,Indique le jour de la collecte des données et de l'échantillonnage (peut ne pas correspondre à la date d'achèvement). Il peut s'agir d'informations rétrospectives au moment de la sortie (transfert vers un autre hôpital ou décès à l'hôpital).,Entrez la date. Utilisez le format JJ/MM/AAAA.
asses_lvlcare,quotidien,ÉVALUATION QUOTIDIENNE,Niveau de soins actuel,"1, En ambulatoire | 2, Admis en service normal pour isolation uniquement | 3, Admis en service normal pour soins cliniques | 4, Haute dépendance |  5, Admission en soins intensifs",Fait référence au niveau de soins à la date de l'évaluation.,Sélectionnez le niveau de soins le plus élevé à la date de l'évaluation.
vital_dailydata,quotidien,SIGNES VITAUX ET ÉVALUATIONS : Enregistrez la valeur la plus éloignée de la plage normale entre 00 h 00 et 24 h 00 le jour de l'évaluation.,Saisir les données relatives aux signes vitaux pour cette date ?,"1, Oui | 0, Non",Fait référence aux données relatives aux signes vitaux enregistrées pour cette date.,"Indiquez « Oui » si vous souhaitez enregistrer les données relatives aux signes vitaux pour ce jour d'évaluation. Si « Oui », pour les questions suivantes, sauf indication contraire, enregistrez la valeur la plus éloignée de la plage physiologique normale enregistrée entre 00h00 et 24h00 le jour de l'évaluation. Les résultats qui ont été rejetés par l'équipe clinique ne doivent pas être inclus."
vital_highesttem,quotidien,SIGNES VITAUX ET ÉVALUATIONS : Enregistrez la valeur la plus éloignée de la plage normale entre 00 h 00 et 24 h 00 le jour de l'évaluation.,Température maximale (sélectionner les unités),,Fait référence à la température corporelle périphérique la plus élevée (rectale si < 3 mois) entre 00h00 et 24h00 le jour de l'évaluation.,Sélectionnez les unités les plus appropriées pour la température.
vital_highesttem_c,quotidien,SIGNES VITAUX ET ÉVALUATIONS : Enregistrez la valeur la plus éloignée de la plage normale entre 00 h 00 et 24 h 00 le jour de l'évaluation.,Température maximale (°C),,Fait référence à la température corporelle périphérique la plus élevée (rectale si < 3 mois) en degrés Celsius (°C) entre 00h00 et 24h00 le jour de l'évaluation.,Saisissez la température corporelle périphérique la plus élevée (°C) enregistrée entre 00h00 et 24h00 le jour de l'évaluation.
