Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_dailydata,¿Introducir los datos de los síntomas comunicados por el paciente para esta fecha?,"1, Sí | 0, No",Se refiere a los signos y síntomas registrados en esta fecha.,Indique «Sí» si desea registrar los datos de los signos y síntomas de este día de evaluación.,"Indicate 'Yes', if you want to record signs and symptoms data for this day of assessment. ",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_sys,Síntomas sistémicos/generales,,Se refiere a signos y síntomas sistémicos/generales/no específicos.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_fever,Fiebre,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación de temperatura corporal elevada sin medición formal, o una temperatura corporal medida superior o igual a 38 grados centígrados (38 °C) o 100,4 grados Fahrenheit (100,4 °F). ",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,symp_rigchill,Escalofríos o rigidez,"1, Sí | 0, No | 99, Desconocido",Definido como escalofríos intensos con temblores violentos. Un rigor es un episodio de temblores o escalofríos exagerados que puede producirse con fiebre alta.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_nightsweat,Sudores nocturnos,"1, Sí | 0, No | 99, Desconocido",Se refiere a la sudoración nocturna que no está relacionada con la temperatura ambiental.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_coldtsweat,Sudores fríos,"1, Sí | 0, No | 99, Desconocido","Se refiere a sudores acompañados de sensación de frío, diferentes de los sudores causados por el calor o el esfuerzo.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_excesssweat,Sudoración excesiva (hiperhidrosis),"1, Sí | 0, No | 99, Desconocido",Se refiere a la sudoración excesiva que no siempre está relacionada con el calor o el ejercicio.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_fatigue,Fatiga/malestar/letargo,"1, Sí | 0, No | 99, Desconocido","Se define como el conjunto de sensaciones inespecíficas: sensación de cansancio caracterizada por falta de energía o motivación; malestar general o inquietud; desinterés, apatía e indiferencia, que dificultan la realización de tareas sencillas o la concentración.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_restlessne,Inquietud,"1, Sí | 0, No | 99, Desconocido","Se define como la incapacidad de descansar, relajarse o permanecer quieto. Estado de malestar caracterizado por actividad motora difusa o movimientos con control limitado, comportamiento improductivo o desorganizado y angustia subjetiva.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_weight,Pérdida de peso,"1, Sí | 0, No | 99, Desconocido","Definido como la reducción del peso corporal total que se ha producido desde el inicio de la enfermedad y que no ha sido intencionada ni atribuible a una dieta activa, ejercicio o intervenciones específicas para perder peso basadas en medicamentos. Puede incluir la pérdida de peso comunicada por el paciente con o sin mediciones objetivas del peso.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_anosmia,Pérdida del olfato/anosmia,"1, Sí | 0, No | 99, Desconocido","Se refiere a la incapacidad del paciente, comunicada por él mismo o diagnosticada por un médico, para percibir olores.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_ageusia,Pérdida del gusto/ageusia,"1, Sí | 0, No | 99, Desconocido",Se refiere a la pérdida de la función gustativa de la lengua notificada por el paciente y/o diagnosticada por un médico.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_dizzy,Mareos/aturdimiento,"1, Sí | 0, No | 99, Desconocido","Se refiere a la sensación subjetiva de mareo o vértigo que puede preceder a un episodio de síncope o a una sensación de inestabilidad, giro o balanceo.",Indique «Sí» si el paciente lo experimentó en cualquier momento durante la fecha de la evaluación.,"Indicate 'Yes', if the patient experienced this at any time during the date of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_myalgia,Dolores musculares/mialgia,"1, Sí | 0, No | 99, Desconocido",Se define como el dolor localizado en un músculo o grupo de músculos.,Indique «Sí» si el paciente lo experimentó en cualquier momento durante la fecha de la evaluación.,"Indicate 'Yes', if the patient experienced this at any time during the date of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_arthralgia,Dolor articular/artralgia,"1, Sí | 0, No | 99, Desconocido",Se define como una sensación de malestar marcado en una articulación.,Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_skinrash,Erupción cutánea,"1, Sí | 0, No | 99, Desconocido","Se define como cualquier cambio en la piel que afecta a su aspecto o textura. Una erupción puede estar localizada en una parte del cuerpo o afectar a toda la piel. Las erupciones pueden provocar cambios en el color de la piel, picor, calor, protuberancias, sequedad, agrietamiento o ampollas, hinchazón y pueden ser dolorosas.",Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_paresthesia,Parestesia cutánea,"1, Sí | 0, No | 99, Desconocido","Se refiere a las sensaciones cutáneas percibidas (por ejemplo, frío, calor, hormigueo, presión, etc.) que se experimentan espontáneamente en ausencia de estimulación.",Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_skinchange,Cambios en la textura de la piel,"1, Sí | 0, No | 99, Desconocido","Se refiere a alteraciones en el aspecto y el tacto de la superficie de la piel, como rugosidad, irregularidad o presencia de protuberancias.",Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_skinpallor,Palidez cutánea,"1, Sí | 0, No | 99, Desconocido",Se refiere al aspecto pálido y antinatural de la piel.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_pruritus,Picazón/prurito,"1, Sí | 0, No | 99, Desconocido",Se define como una sensación de picor desagradable o intensa que produce la necesidad de frotarse o rascarse la piel para obtener alivio.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_mobilchg,Cambio en la movilidad con respecto al valor inicial,"1, Sí | 0, No | 99, Desconocido",Se refiere a la capacidad del paciente para caminar o moverse.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_mobile,Estado de movilidad,"1, Totalmente ambulatorio | 2, Ambulatorio, pero con cierta asistencia | 3, Postrado en cama",Se refiere a la capacidad del paciente para caminar o moverse.,Seleccione la opción o opciones que mejor describan el estado de movilidad del paciente.,Select the most appropriate option(s) represents patient's mobility status.,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_contcry,Llanto continuo,"1, Sí | 0, No | 99, Desconocido","Se refiere al llanto inconsolable y excesivo de un recién nacido o un lactante, que suele definirse como un llanto que dura más de tres horas al día, al menos tres días a la semana, durante más de tres semanas.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,
